PO1,PD1,distance(m),durations(s),asecnd(m),descent(m)
AB422FY,AB422GD,336.8,80.8,3.0,0
AB422FY,AB422BN,1353.6,324.8,1.9,11.1
AB422FY,AB422BN,1353.6,324.8,1.9,11.1
AB422FY,AB421RG,2020.6,451.0,4.6,12.7
AB421SP,AB421RG,1411.8,187.2,11.7,5.8
G140BA,G149HN,439.8,76.1,1.8,0
G149DP,G149HN,394.6,80.8,0.4,0.9
G149DP,G149HN,394.6,80.8,0.4,0.9
KA67JW,KA67JU,600.4,83.9,3.3,1.6
G214TD,EH112HG,71419.5,3275.4,448.5,454.0
G214TD,EH112HG,71419.5,3275.4,448.5,454.0
G214TD,EH112HG,71419.5,3275.4,448.5,454.0
G214TD,EH112HG,71419.5,3275.4,448.5,454.0
G214TD,EH112HG,71419.5,3275.4,448.5,454.0
G214TD,G213AD,2091.8,254.4,43.4,1.8
ML11XH,ML55QS,14480.3,1127.1,112.6,131.3
EH477LE,EH482UZ,7233.7,546.0,40.3,31.1
EH477LE,KY30RQ,43098.3,2339.4,273.3,420.3
KY127RE,KY30RQ,11598.8,1071.8,102.3,186.6
FK166EJ,FK159BG,5606.0,403.4,45.5,58.1
FK166EJ,FK166EJ,0,0,0,0
FK166EJ,FK166EJ,0,0,0,0
FK159BG,FK166EJ,5606.0,403.4,57.6,50.5
G733SB,G320AJ,7952.0,770.7,65.0,66.9
KW151RR,KW172NS,32461.8,2015.8,184.6,137.0
KW151RR,KW172NS,32461.8,2015.8,184.6,137.0
KW151RR,KW172NS,32461.8,2015.8,184.6,137.0
KW151RR,KW151YR,2221.0,233.5,8.1,5.4
KA216AA,KA216JD,373.1,74.4,6.3,2.7
KA216AA,KA216JD,373.1,74.4,6.3,2.7
G327SX,G313SR,3512.2,360.5,18.7,30.4
G327SX,G313SR,3512.2,360.5,18.7,30.4
ML52LP,KA71TH,74045.0,3741.3,450.4,536.8
KA89QY,KA71TH,2926.8,356.2,10.4,18.6
EH36RH,EH41HL,1102.6,160.3,1.2,8.9
EH75YL,EH41HL,3518.0,540.7,37.8,47.6
EH111AF,EH41HL,3581.8,477.8,10.7,54.4
EH36RH,EH74EW,858.9,141.6,0.5,11.3
EH413AX,EH74EW,29558.0,1967.7,154.2,197.4
EH35BH,EH74EW,960.7,157.5,4.1,8.3
EH74HE,EH74EW,422.1,90.8,7.8,0.4
EH35LL,EH74EW,940.2,216.6,8.4,2.5
DD81EW,AB355YL,78405.0,3688.5,1022.6,754.1
AB355ZR,AB355YL,361.7,58.9,2.9,0.8
G38ND,G445HY,9014.9,840.5,69.7,25.2
G720FD,G445HY,12329.6,951.4,118.2,157.3
DG71SG,DG71SH,1874.6,88.5,10.5,6.9
DG72JX,DG71SH,25080.9,1105.4,236.2,175.8
DD14QB,DD14DU,855.3,113.5,8.9,3.9
DD14QB,DD52UE,9208.3,902.9,59.7,54.9
FK79HY,FK77RP,2945.3,332.9,4.3,43.1
G213AQ,G336GS,9787.4,830.2,70.5,82.0
G744NE,G743NW,3454.4,301.4,33.2,32.7
G744NE,G743NW,3454.4,301.4,33.2,32.7
G744NE,G743NW,3454.4,301.4,33.2,32.7
G744NE,G744BU,1325.9,165.5,4.1,3.5
DG20PR,DG20PU,516.6,124.0,0,2.1
DG20PR,DG20PU,516.6,124.0,0,2.1
G735RG,G744TH,8245.1,646.7,80.0,121.4
KY26BE,KY25LY,4189.0,541.0,20.0,57.3
EH152NH,EH151QJ,1855.9,292.2,2.8,14.8
HS20LP,HS20JS,1861.1,288.2,5.0,20.9
HS20NB,HS20JS,3544.6,287.2,26.9,29.5
HS20LQ,HS20JS,1446.0,127.3,7.1,11.3
HS29NP,HS29NH,5704.7,393.4,67.0,54.8
HS29NP,HS29DU,10403.3,724.1,142.4,70.9
HS29NP,HS29DU,10403.3,724.1,142.4,70.9
HS29NP,HS29ED,23177.0,1500.1,202.2,190.0
HS20TH,HS29ED,50941.9,3076.4,447.8,479.4
HS29PE,HS29ED,17733.6,1082.7,106.8,155.5
KA184AG,KA184DN,846.8,130.7,14.1,4.0
KA184AG,KA184DN,846.8,130.7,14.1,4.0
KA184AG,KA184DN,846.8,130.7,14.1,4.0
KA184AG,KA184AR,259.3,23.3,0.3,1.0
PH15XF,PH15XF,0,0,0,0
PH15XF,PH15XF,0,0,0,0
G466ED,G466QJ,2768.8,357.4,27.1,7.0
DD37HW,DD14EL,2979.4,290.2,9.4,69.8
ML27TH,ML14EU,4407.1,411.8,32.0,25.7
PA34BX,PA27RX,3317.9,429.1,26.6,10.7
PA26DU,PA27RX,832.1,118.4,7.3,5.2
G782LG,PA27RX,5814.4,609.0,27.9,57.0
EH68HR,EH74BQ,2067.6,339.5,26.0,6.1
EH13AA,EH74BQ,813.1,175.3,11.2,15.2
KY86HG,EH74BQ,66035.3,3702.4,504.6,489.4
IV301BS,IV308TP,2523.5,314.4,23.1,20.9
PA134JN,PA113NR,7394.0,554.8,49.5,80.3
DD112NG,DD111RG,1817.3,170.0,3.7,11.9
DD112NG,DD112NG,0,0,0,0
DD112NG,DD112NG,0,0,0,0
DD112NG,DD112NG,0,0,0,0
DD112NG,DD112NG,0,0,0,0
DD111RG,DD112NG,2015.7,203.4,14.9,4.7
PH336HQ,PH336AJ,673.6,122.8,0,46.0
PA87JQ,PA237DT,41070.5,3882.7,332.9,344.6
PA87JQ,G513JW,19959.3,1082.2,56.4,74.9
G320PG,G513JW,14976.4,1118.9,41.9,70.1
G699AA,G513JW,17385.1,1321.7,55.6,139.7
KW96NU,KW96QJ,224.2,47.2,0,2.5
G758TU,G759DP,7762.1,591.5,90.4,38.0
KA72TD,G759DP,52732.3,2610.2,536.0,309.6
IV38RT,IV38EX,3248.4,404.8,10.1,71.4
IV38RT,IV38EX,3248.4,404.8,10.1,71.4
EH105QE,EH113XP,4227.7,447.9,47.4,81.9
G699JF,G332EJ,9125.5,714.9,49.7,87.6
G524JU,G332EJ,15250.3,1092.3,88.7,48.6
G25RQ,G332EJ,5342.5,593.8,57.2,44.6
EH332BS,EH332BS,0,0,0,0
EH332BS,EH332BS,0,0,0,0
EH164SA,EH152LN,7346.4,830.4,42.4,70.8
EH164SA,EH224QJ,9567.5,823.2,120.7,67.2
EH225NJ,EH224QJ,4086.9,489.3,26.8,54.5
G611QH,G611JG,1393.4,171.1,14.3,16.0
G611QH,G784BQ,30619.0,1856.1,234.7,132.7
IV301EE,IV306EQ,2312.9,319.8,21.7,15.0
KA239BY,KA215LS,9623.8,544.1,94.8,140.7
KA239BY,KA215LS,9623.8,544.1,94.8,140.7
KA239BY,KA215LS,9623.8,544.1,94.8,140.7
G28DA,G537SY,11115.1,896.4,79.2,54.5
G28DA,G537SY,11115.1,896.4,79.2,54.5
G49XE,G227AW,3798.1,514.8,27.3,22.2
G628HY,G811EL,10946.5,1050.7,86.0,166.3
ZE29JD,ZE10HB,34948.0,2198.0,556.4,566.1
ZE29JD,ZE29JB,1480.1,183.9,23.0,2.5
PH11RP,DD47DF,41862.8,1921.4,250.0,247.1
PH11RP,PH20NA,1414.7,234.0,4.0,46.4
HS20BF,HS12RS,3236.2,284.3,9.7,22.0
PA286LR,PA286NH,1119.9,174.3,16.5,3.2
PA145LE,PA145XU,2028.9,419.8,113.3,11.0
PA154RE,PA154BZ,2507.0,373.7,99.7,0.5
KA14JD,KA14BS,1622.6,206.0,4.3,11.9
KW148YD,KW148XD,1153.6,149.4,0,20.5
FK103HJ,FK101EA,2886.3,340.6,4.3,29.2
FK136QJ,FK101EA,7099.4,651.7,48.1,51.7
FK101JF,FK101EA,898.3,121.9,1.1,3.6
KA181DP,G781RE,51533.6,2413.5,437.5,488.9
G781TY,G781RE,1428.2,134.6,2.1,24.5
G783PX,G781RE,3112.7,341.3,8.5,72.1
EH558LQ,EH152JS,52970.4,2842.3,315.2,556.4
KY119GB,KY119LE,1187.3,189.1,24.3,16.8
KA181JF,KA181TF,1870.0,297.4,31.5,7.4
EH106HH,EH75EU,8399.5,1260.6,61.2,171.9
ZE29HH,ZE29HL,890.3,117.4,1.2,11.1
ZE29SB,ZE29HL,25632.5,1627.6,481.7,482.0
ZE29HH,KW172EU,224604.5,138808.8,474.9,452.9
EH216PS,EH35PP,10340.7,1262.4,95.3,83.5
EH224UA,EH35PP,15273.6,1642.6,166.7,235.6
AB217DB,AB517PA,27215.1,1562.5,301.3,255.6
FK101QU,FK101TF,3379.0,722.4,16.8,17.7
EH42SZ,EH42RT,929.8,206.5,0.4,10.5
KY114BN,KY114UH,1179.1,247.9,5.5,6.9
KY114BN,KY114QU,1092.1,257.3,7.5,29.8
EH329JH,EH329TT,922.5,150.8,4.1,9.6
G643DR,G211JY,3839.2,490.6,54.6,51.1
G213ED,G211JY,3060.7,478.6,20.2,33.8
G14AZ,G211JY,4687.6,568.8,74.3,16.7
FK102DD,FK102RH,3683.6,357.6,32.4,23.2
FK102DD,FK102TN,3176.3,335.1,32.6,10.5
FK102DD,FK102TN,3176.3,335.1,32.6,10.5
FK102NP,FK102TN,3794.3,498.0,37.6,39.5
DD108EX,DD100BG,8568.7,553.2,96.4,30.4
G838LT,G838ET,489.7,117.5,1.4,2.8
AB561DR,IV361NL,46585.4,2496.4,280.2,291.9
DD109BY,DD109TW,10987.1,981.2,154.2,26.1
KA256HF,KA120NW,19063.9,1369.3,99.3,152.0
EH268HU,EH269DY,652.0,97.6,5.5,1.5
EH268HU,EH269HG,1629.7,174.4,39.2,3.0
ML110SE,ML110SA,3111.9,143.0,14.6,25.5
IV637YA,PH324DL,10857.2,599.2,103.5,123.8
IV637YA,PH324DL,10857.2,599.2,103.5,123.8
PH324BY,PH324DL,1684.8,135.8,5.3,20.5
EH65BH,EH36NU,2158.0,347.7,34.7,4.3
ZE10BD,ZE10LD,627.7,77.3,18.7,2.1
PA152WA,PA151UU,4260.5,452.3,19.1,14.0
EH145DR,EH24RT,7771.2,934.8,29.5,93.3
EH39EN,EH24RT,1665.6,283.4,1.2,20.1
EH234BS,EH24RT,18120.1,1722.5,129.4,218.1
EH88AU,EH89TL,897.2,155.0,33.7,1.5
AB555BA,IV316JA,33574.7,1744.4,188.5,338.8
IV361DY,IV361BJ,565.5,101.8,1.5,4.5
IV361FG,IV361BJ,1598.2,280.0,6.4,14.7
IV361DY,IV305SB,17453.3,1121.3,69.8,63.8
EH421GF,EH125HD,57084.9,2706.3,405.2,365.3
EH421GF,EH421TE,8857.2,488.8,103.5,19.6
EH421PX,EH421TE,8807.4,577.4,114.5,27.7
EH42SQ,EH67HQ,6612.2,798.2,5.5,52.7
PA67FA,PA31RU,10639.4,712.9,19.4,37.7
ML39EJ,PA31RU,35979.5,2009.1,101.5,233.4
PA67FA,G689HD,39359.9,2178.3,193.1,151.7
G50PD,G431EE,7074.6,667.2,46.2,24.3
G50PD,G467NU,7489.8,722.7,53.3,20.3
FK94JE,FK94JE,0,0,0,0
FK94JE,FK94JE,0,0,0,0
DG89AZ,DG89ES,5365.7,363.9,45.5,48.5
PH336AZ,PH314AR,31619.3,1664.3,359.1,108.5
G838FA,G838EB,1310.7,256.8,21.3,0.6
G838FA,G838EB,1310.7,256.8,21.3,0.6
IV363UH,IV304PN,19967.3,1110.1,132.3,105.6
IV363UH,IV361JB,6996.9,520.7,25.2,21.9
EH111DS,EH145DT,6828.8,728.4,107.2,46.0
TD46JP,TD26AB,13185.8,914.3,174.6,107.9
EH65DW,EH68SA,2997.6,445.4,22.5,13.3
EH65DW,EH68SA,2997.6,445.4,22.5,13.3
G49NG,G206HS,1159.7,140.3,1.2,4.7
G49NG,ML36DS,24981.4,1374.2,122.0,96.1
KA55DZ,KA31UT,18740.7,988.8,143.9,196.4
KA37TG,KA31UT,2886.9,375.2,34.5,29.4
KA37NF,KA31UT,3216.4,495.5,45.8,14.0
DG126JH,DG125JH,781.9,135.2,3.0,2.8
DG126BN,DG125JH,1573.5,274.2,17.4,0.6
DG126JH,DG126NX,6339.1,360.0,28.4,37.6
DG126JH,DG125JX,443.3,74.3,1.4,2.1
PA351HN,G445UG,161611.2,7791.9,1527.0,1542.6
TD86QW,TD86UQ,7353.1,555.1,42.7,97.8
EH166TL,EH128YN,17664.6,1121.1,105.6,182.1
EH222AW,EH221JY,2966.8,411.4,22.3,26.8
DG71PD,DG54HA,3470.1,270.1,13.2,10.3
DG54BX,DG54HA,322.2,46.8,1.8,0
DG71PD,DG73YA,8506.9,505.8,61.3,41.3
PH14HJ,PH107BT,14602.4,832.7,114.5,105.0
AB106YA,AB154ZN,994.8,137.8,15.0,0.8
G40HL,G49EQ,2518.8,327.3,12.2,23.0
ML37JG,G25AD,23511.1,1242.0,79.4,118.2
G312LG,G25AD,3465.7,434.9,27.3,31.8
G208LB,G25AD,3571.3,435.4,26.9,38.1
KA36GB,G25AD,32375.7,1652.6,228.0,280.0
G117PE,G25AD,3949.6,421.7,23.3,38.1
KA91AU,G25AD,51687.7,2447.5,384.6,366.2
DD48SB,KY168RA,27906.8,1870.6,251.4,252.7
KY12UG,KY12AW,1078.6,170.8,25.6,6.2
EH193WG,EH209HP,12574.5,839.1,135.4,70.4
KA290BB,KA290AU,199.2,35.9,0,2.2
ML38HE,ML39QT,3319.7,389.8,22.4,31.9
EH545DP,EH548NL,4526.6,512.1,43.0,21.3
IV304AS,IV306JD,3228.5,420.9,26.0,6.3
AB389SD,AB389QN,8271.2,486.2,79.8,146.3
G26HJ,G116PR,3117.2,346.7,17.9,24.9
G26HJ,G12GF,1238.1,172.3,22.2,10.1
G459BB,G12GF,8808.9,1030.5,59.9,119.8
G641TR,G12GF,6832.2,752.4,37.3,71.3
G11SS,G12GF,1210.5,182.4,14.0,0.9
PH139JS,PH27PH,21249.5,1256.3,170.7,151.4
KA120AX,KA111PF,3507.7,352.6,14.9,6.6
AB245NB,AB238ZD,10329.6,771.0,75.4,34.2
EH519ND,EH519SP,3082.9,297.2,64.7,10.8
EH510DN,EH519SP,2976.6,262.5,26.8,17.8
G50PN,G40EZ,3346.5,418.4,46.2,8.9
KA11DD,KA136QS,20791.9,1082.8,84.4,93.8
KA269BH,KA260AA,744.7,90.3,1.9,1.4
EH141BZ,EH130EE,3325.3,374.4,58.0,6.6
IV35RR,IV35DD,1313.7,192.9,2.2,5.9
FK147JZ,FK136PZ,20142.2,1503.5,88.0,319.0
EH413DT,EH414NU,1425.6,218.1,6.1,2.2
EH413DT,EH414NU,1425.6,218.1,6.1,2.2
EH414DL,EH414NU,1147.4,183.3,3.8,0.9
AB245QG,AB123BQ,5476.3,656.1,39.1,30.2
AB107DA,AB123BQ,4006.9,423.2,38.7,37.6
IV306DS,IV308JQ,8028.1,583.2,49.2,40.1
IV306DS,IV308JQ,8028.1,583.2,49.2,40.1
IV306DS,IV308JQ,8028.1,583.2,49.2,40.1
HS20PY,HS20QB,3462.2,278.7,19.6,21.8
FK65LE,FK29EN,10536.0,895.5,47.5,114.2
KY59JP,KY49HP,2006.1,214.0,6.2,18.0
EH483NX,EH126UQ,35814.6,1844.5,231.0,260.1
G821QZ,G824BW,2250.7,258.1,19.8,11.4
G821QZ,G824QQ,5082.0,414.3,40.5,34.9
G821QZ,G838DX,10982.6,792.6,97.1,68.8
ML12PY,ML36UB,5742.6,544.9,59.0,62.3
PA191JY,PA191JY,0,0,0,0
PA191JY,PA191JY,0,0,0,0
AB517LX,AB515RA,17776.3,1169.1,151.7,224.8
AB517LX,AB517PQ,3754.3,342.6,40.7,21.4
EH345HD,EH414PD,12125.8,605.5,63.4,62.1
KA260AY,KA260AY,0,0,0,0
KA260AY,KA260AY,0,0,0,0
KA107BA,KA107AY,211.1,50.7,0.8,0.4
KA107AN,KA107AY,865.4,154.1,5.6,1.2
KY114XH,KY114TF,2746.1,378.7,12.0,37.8
ML69SU,ML15SB,2791.6,184.2,39.0,22.6
ML20LN,ML15SB,14651.8,901.9,122.3,110.4
G117UZ,G117UZ,0,0,0,0
G38AW,G117UZ,1733.3,193.8,6.2,17.9
G117SH,G117UZ,197.4,51.1,0.1,1.5
G117UZ,G38AW,2003.8,217.7,20.3,7.1
G117UZ,G117SH,197.4,51.1,1.9,0
G49EJ,G156RF,7186.2,887.4,80.0,70.7
KY127DS,KY128XZ,4115.3,428.2,37.9,45.5
KY128NL,KY128XZ,912.0,138.6,0.8,3.8
G50LR,G28BJ,4471.5,634.9,34.6,25.8
AB441YA,AB441TL,664.2,77.8,1.6,31.2
ML84AJ,ML84PQ,2342.2,240.8,41.4,9.5
ML85EB,ML84PQ,2466.4,241.0,43.9,17.4
ML28BZ,ML28AW,560.8,88.1,1.2,2.8
EH558QU,KY85DF,69711.8,3133.6,444.3,569.7
IV305YN,IV306UD,14502.6,1102.2,113.8,115.7
EH165AY,EH93EY,2738.4,401.3,23.6,25.6
EH165AY,KY30HB,43460.0,2885.3,464.2,536.9
EH165AY,KY30HB,43460.0,2885.3,464.2,536.9
EH165AY,KY30HB,43460.0,2885.3,464.2,536.9
EH165AY,KY30HB,43460.0,2885.3,464.2,536.9
EH165AY,KY30HB,43460.0,2885.3,464.2,536.9
EH165AY,EH166JA,3695.8,410.6,52.0,32.1
EH105PF,EH13AU,5680.9,846.0,57.4,92.2
EH39GT,EH13AU,2689.3,425.9,28.7,43.5
IV262UB,IV262UB,0,0,0,0
KY111NN,KY111DD,1239.3,186.3,8.5,22.3
EH13DX,KY111DD,24033.7,1917.7,231.5,286.4
EH13DX,KY111DD,24033.7,1917.7,231.5,286.4
EH13DX,KY111DD,24033.7,1917.7,231.5,286.4
KY111NN,KY111LG,418.4,67.6,1.1,1.2
EH546NQ,EH519DH,17890.1,1145.2,179.6,244.4
EH510JX,EH519DH,2590.9,264.0,6.2,22.4
G459NS,G459JE,1406.6,165.6,27.2,8.6
G459NS,G459UR,813.2,177.5,30.9,0
ZE10PQ,ZE29LW,19925.5,1299.8,360.8,352.9
ZE10PQ,ZE10WQ,1054.1,139.3,2.6,9.8
ZE29AU,ZE10WQ,no route found,,,
DG98AA,DG97AW,1085.2,162.9,7.4,3.2
DD108NZ,DD108NP,301.3,72.3,0.8,0.3
AB155JB,AB159SD,5801.5,541.0,24.1,29.0
G614BG,G37XR,9560.1,989.5,56.4,117.0
G25QF,G37XR,1843.7,206.6,15.1,22.4
KA181LU,KA181LP,304.9,58.1,5.2,0
HS95XT,HS95XX,4465.3,427.5,43.2,31.1
HS95XT,HS95XD,6480.6,490.2,68.5,72.0
HS95YD,HS95XD,15543.9,1024.6,214.0,225.2
HS95YD,HS95XD,15543.9,1024.6,214.0,225.2
HS95YB,HS95XD,11497.1,730.0,191.1,183.2
HS95XZ,HS95XD,7970.0,557.5,73.4,84.9
HS95XN,HS95XD,1723.3,182.4,14.7,19.4
HS95XE,HS95XD,836.0,142.2,7.5,4.1
HS95YE,HS95XD,15843.6,1046.2,220.9,225.2
G326QB,G327NB,1475.5,270.8,8.2,16.8
G326QF,G327NB,1569.6,293.4,8.2,19.4
G768SJ,G768DU,681.9,130.9,4.2,4.3
G28GT,G613HA,10595.5,1103.1,114.7,65.0
G28GT,G613HA,10595.5,1103.1,114.7,65.0
G28GT,G613HA,10595.5,1103.1,114.7,65.0
EH66QW,EH91RG,5806.1,853.7,96.5,22.1
G744XS,G759JD,8375.2,805.2,79.6,25.1
G156RX,G156PB,1441.4,180.4,12.2,8.1
G156RX,G815DW,5529.9,565.3,108.8,21.6
G156RX,G156AU,2590.2,317.3,30.5,9.2
G467NU,G50PD,7434.4,726.8,20.4,50.9
G431EE,G50PD,7022.6,674.4,23.9,45.2
PA209DA,PA209DU,608.7,65.0,3.4,0.7
G332BZ,EH558AH,44662.4,2058.9,352.0,238.0
G332BZ,G332BZ,0,0,0,0
G332BZ,G332BZ,0,0,0,0
EH558AH,G332BZ,44337.3,2028.8,253.1,364.8
KY62PF,KY62LA,1242.9,166.9,20.1,6.5
KY62PF,KY62LU,585.2,140.5,8.7,0.2
ZE10SA,ZE10PY,4485.3,426.6,47.7,33.1
ZE10SA,ZE10PY,4485.3,426.6,47.7,33.1
ZE10NE,ZE10PY,1990.4,222.0,29.3,22.6
ZE29EY,ZE10PY,12441.9,907.4,202.4,187.3
ZE10SA,ZE10SR,1531.6,186.0,69.6,2.0
G468HH,G431JN,2153.1,249.9,13.2,20.2
KA35AB,G23EF,29710.7,1808.6,233.9,288.5
G824PD,G824DF,649.2,94.5,6.5,2.0
FK147JA,FK147JH,5597.7,385.0,109.3,2.3
KY130UH,FK147JH,3112.2,207.4,20.1,22.4
PA29BN,PA20JZ,1729.6,278.2,31.5,1.7
PA28PJ,PA20JZ,3330.7,334.4,34.1,18.0
PA34TZ,G11LH,14231.9,972.4,53.8,52.0
G140TJ,G11LH,6840.8,708.6,40.9,31.9
G781LN,KA128SS,29193.6,1480.4,107.6,186.3
KA129DW,KA128SS,1583.6,221.7,3.8,6.3
KA129PU,KA128SS,1788.4,351.4,2.1,4.1
KA66NN,KA128SS,30525.4,1352.7,112.9,182.9
TD145SE,TD145SF,539.6,88.5,4.9,0.7
TD145EU,TD145SF,1132.0,170.8,14.6,4.9
ML38RN,G523PF,30154.3,1771.5,92.3,263.9
ML84PQ,ML85EB,2482.1,242.3,17.2,45.6
ML84PQ,ML84AJ,2670.5,282.3,18.3,46.4
EH224FF,ML84AJ,73319.2,3156.4,670.5,579.4
EH209PD,EH259LA,2716.2,284.7,19.4,23.5
FK147BY,FK147DG,1698.9,243.9,5.0,78.0
FK147EY,FK147DG,289.3,26.0,4.7,0
EH11NA,EH225AY,14095.3,1396.4,207.1,149.6
EH331LW,EH332RB,467.9,96.3,2.0,0.7
FK77EN,FK77WR,4191.0,335.2,11.3,9.0
FK77EN,FK77WR,4191.0,335.2,11.3,9.0
FK77XB,FK77WR,3986.7,303.2,10.0,10.1
FK77EN,FK77JW,496.6,73.7,1.7,0
EH113HG,EH113BT,1366.4,195.3,2.4,4.5
PA152TH,PA151XX,3296.8,390.3,26.0,28.3
PA169BT,PA151XX,1985.5,250.5,3.8,39.7
PA169HS,PA151XX,3316.9,396.5,4.4,77.6
EH446LR,TD75NF,19166.2,1299.6,265.1,186.3
EH446LR,EH446HA,831.7,183.7,9.7,1.0
PH221AF,PH263LW,30412.9,1525.2,197.7,196.1
KA74LW,KA107FH,30757.4,1962.9,200.2,220.4
KA74LW,KA74LW,0,0,0,0
KA74LW,KA74LW,0,0,0,0
KA107FH,KA74LW,29613.6,1962.1,190.5,182.0
KW172LY,KW163LT,8188.5,570.1,142.1,82.4
KW172QS,KW163LT,40616.5,2670.0,328.3,273.7
KW163EQ,KW163LT,14955.6,1014.0,203.5,157.3
FK20AL,FK20AN,1002.2,151.9,17.6,3.6
KW151DH,KW151ZN,1401.1,151.8,8.6,8.4
KW151DH,KW163EZ,19571.0,1235.6,146.1,110.0
KW163JU,KW163EZ,4638.4,385.4,45.0,44.6
KW151DH,KW151BZ,1191.2,186.6,7.1,5.3
G767EB,G49XE,13189.8,1461.0,87.8,141.8
G227AW,G49XE,3801.1,514.5,21.0,29.7
ML117JR,ML117JS,90.6,8.8,1.0,0
ML117JR,ML118SU,6122.4,499.2,35.5,45.5
ML117JR,ML117AL,603.6,91.4,10.3,0.5
ML117JR,ML119TP,6034.1,427.0,63.7,60.1
DD108JG,DD108RR,769.6,69.0,1.3,3.1
EH36HW,EH35JB,1581.8,296.1,29.9,10.9
G212PA,G212EB,640.4,69.9,1.3,8.7
KA71JB,KA71JB,0,0,0,0
KA71JB,KA71JB,0,0,0,0
G37SD,KA280AL,58521.7,4457.9,441.7,460.0
AB452UF,AB561DD,17034.8,986.5,134.9,120.9
KW106UB,IV23DN,82441.5,3710.5,640.7,601.8
ML75AY,ML27JF,7338.3,598.7,36.5,80.7
KY118EL,KY118SS,591.8,135.4,0.5,6.7
G628PN,G627NR,1958.9,260.4,16.8,14.2
G628PN,G613LX,4281.3,539.7,47.4,38.8
G614JJ,G613LX,1810.5,249.7,7.1,23.4
KY114LP,KY129YG,5555.8,664.7,47.6,38.6
KY129ET,KY129YG,250.9,60.2,2.7,0.5
KY129ET,KY129YG,250.9,60.2,2.7,0.5
KY129BF,KY129YG,602.9,144.7,5.1,3.1
KY114LP,KY40BH,8311.8,542.5,139.9,108.4
KY114LP,KY119SU,10676.3,750.8,78.1,145.7
KY114LP,KY49AW,8018.6,676.4,89.3,34.2
KY114LP,KY113BH,4964.1,509.8,38.1,70.4
KY114LP,KY113AH,5098.3,523.2,41.5,71.0
PA238BS,PA238HN,2630.8,227.5,12.6,4.3
PA145AU,PA238HN,18032.8,2729.9,160.3,152.1
AB439BR,AB437FJ,4097.4,420.7,30.1,17.3
AB437GB,AB437FJ,491.0,117.8,0.6,2.6
AB438QJ,AB437FJ,14959.1,847.8,82.1,91.2
EH76US,EH89ER,4652.8,684.4,84.7,27.9
TD69LT,TD74DR,12007.7,811.9,162.8,87.1
TD69LT,TD69PA,7770.7,409.7,101.7,97.6
G521DR,G38EP,5934.8,505.5,43.6,39.0
G38HB,G38EP,1062.1,141.9,21.1,4.3
G689PG,G38EP,21576.0,1371.2,102.8,151.1
KA91JS,G760QQ,34352.0,1559.9,391.7,127.1
G745LG,G760QQ,10103.6,626.3,183.9,48.1
G466SA,G13AG,9798.7,1060.1,36.9,93.7
G466SA,G775AP,3555.8,328.3,60.9,4.6
G775AU,G775AP,262.1,62.9,1.4,0.3
G665EY,G664AY,2441.0,275.7,15.3,20.3
DD111AW,DD115SL,5967.8,519.9,69.3,36.4
DD111JG,DD114BJ,1726.4,162.9,24.8,0.2
FK41EJ,FK41BX,728.3,73.3,2.1,9.7
FK41EJ,FK41AX,1699.6,175.2,8.5,15.7
KW172NS,KW151RR,32522.1,2037.0,137.3,187.5
KW151YR,KW151RR,2133.7,228.2,4.6,10.5
G782EJ,G782EJ,0,0,0,0
G781AA,G782EJ,1764.1,345.2,31.7,7.1
EH111TU,EH93BF,6246.6,746.9,61.7,39.4
EH111TU,EH125HN,2322.3,306.4,13.4,7.4
DG54AR,DG54QG,10146.8,537.7,80.5,69.4
DG54QF,DG54QG,841.8,72.1,18.4,8.7
KA72AY,G431TN,52069.8,2507.3,415.5,374.8
G413JF,G759LL,15376.4,1319.3,236.1,69.2
KY25RP,KY11RF,2731.5,281.7,3.1,72.2
KY25HX,KY11RF,1973.9,252.5,4.6,45.5
EH107EA,FK29HQ,44017.1,1917.6,256.2,400.7
PA75FW,FK29HQ,67056.3,3247.6,362.9,367.4
EH107EA,KY112ZJ,35590.0,1573.6,246.9,371.4
DD12EE,DD22PE,2158.2,302.0,50.3,0.4
ML93NJ,G745HA,28058.1,1519.7,225.1,219.9
TD75AJ,TD75LA,13537.9,664.9,128.0,80.8
EH74PY,TD75LA,71219.5,4192.0,863.2,690.9
EH13AJ,PA371RE,194771.2,9831.1,1489.0,1541.8
PA345ED,PA345NT,1554.7,288.5,3.4,61.8
PA145YW,PA345NT,148767.0,7253.7,1399.6,1522.3
G50NH,G50SW,1376.4,174.2,4.5,3.2
AB439TE,AB439WH,2463.7,275.1,30.0,8.5
PA33SL,PA34EP,10418.0,645.0,33.9,40.2
KY48BZ,KY12ND,17684.5,901.5,91.8,158.9
KY48BZ,KY118EP,3284.8,460.5,11.3,43.5
G776ZZ,G208LW,17671.5,1393.3,90.0,182.3
G630PS,EH127ST,85364.4,3916.0,401.6,446.0
KA80EU,KA74JP,5702.1,743.5,18.6,22.3
KA80EU,KA55HW,13608.3,1007.1,161.5,129.0
TD99HL,EH104BX,90145.7,4486.8,1037.5,1053.1
PA151UE,PA153HZ,3875.9,451.7,100.6,30.0
PA151UE,PA153HZ,3875.9,451.7,100.6,30.0
PA151UE,PA168ST,2219.9,283.7,38.0,0.4
DD82HP,DD82EP,503.6,56.0,3.8,2.2
EH87PU,EH87PU,0,0,0,0
EH89PE,EH87PU,4106.3,514.1,19.8,58.5
